name,err_msg,iterations,warmup_iterations,gpu_computation,gpu_blocks,threads_per_block,data_size_B,block_size_B,EC,lost_blocks,encode_time_ns,encode_time_ns_stddev,encode_throughput_Gbps,encode_throughput_Gbps_stddev,decode_time_ns,decode_time_ns_stddev,decode_throughput_Gbps,decode_throughput_Gbps_stddev
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(80/64)",1,3546.4,97.6585,295.814,5.10755,408.518,105.673,2595.39,133.687
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(80/64)",2,3554.65,165.034,295.386,8.62959,536.936,61.2557,1984.75,281.551
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(80/64)",4,3551.26,140.575,295.555,7.25332,808.59,179.158,1352.52,282.432
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(80/64)",8,3546.19,97.4228,295.83,5.09828,1319.09,145.307,804.524,88.1039
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(80/64)",16,3573.87,174.408,293.832,8.86575,2662.34,385.556,401.712,55.9262
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",0,3478.01,162.581,301.901,8.86446,260.642,9.05704,4027.9,139.768
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",1,3435.64,97.9621,305.358,5.38405,331.582,31.0869,3195.22,353.625
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",2,3438.81,132.188,305.206,7.35214,351.332,60.863,3078.83,554.975
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",4,3433.61,96.2632,305.534,5.33173,529.226,82.1736,2031.51,327.177
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",8,3435.27,100.566,305.398,5.47574,779.576,98.8907,1366.99,175.512
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",16,3451.91,222.264,304.539,12.0207,1577.36,254.705,681.038,104.321
"Xorec, AVX2",,500,100,0,0,0,131072,2048,"(96/64)",32,3435.08,102.366,305.419,5.53016,2720.73,363.548,392.189,51.2307
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",0,3316.72,134.954,316.468,7.89675,386.186,10.8058,2717.32,75.7184
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",1,3308.08,10.0937,316.977,0.966715,534.666,113.938,2009.46,310.606
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",2,3319.01,143.303,316.283,8.1871,682.498,83.8072,1562.52,213.602
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",4,3309.01,9.32329,316.887,0.892847,979.94,91.8392,1079.13,97.2697
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",8,3326.54,244.557,316.037,11.3928,1587.94,172.335,668.384,74.9622
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(144/128)",16,3316.34,145.003,316.544,8.25158,2972.09,337.301,357.463,41.5397
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",0,3707.91,244.467,283.402,9.28708,413.84,104.608,2561.12,130.133
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",1,3690.18,135.83,284.398,6.67033,479.446,33.783,2199.26,173.907
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",2,3688.77,156.993,284.527,6.26476,549.242,119.993,1946.55,226.942
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",4,3685.63,12.1768,284.507,0.939846,693.546,79.3048,1531.81,175.79
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",8,3723.79,299.946,282.661,13.4447,1015.08,164.796,1052.54,136.347
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",16,3703.41,252.283,283.865,10.7605,1609.18,162.553,658.098,64.992
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(160/128)",32,3688.07,138.184,284.568,6.75358,3097.6,284.582,341.304,30.7274
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",0,3537.26,206.015,296.948,8.86529,452.036,11.3222,2321.08,56.2466
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",1,3532.41,132.888,297.108,7.0378,479.704,28.984,2193.96,134.245
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",2,3530.7,168.751,297.319,6.94238,564.852,133.934,1879.99,109.033
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",4,3538.99,188.567,296.822,9.97021,559.346,46.4517,1886.78,147.77
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",8,3536.22,186.312,297.013,9.3122,771.824,95.2972,1379.17,169.613
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",16,3525.36,98.2426,297.582,5.17654,1024.05,115.829,1035.85,106.973
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",32,3529.16,138.667,297.401,7.24359,1834.12,227.607,579.287,62.1778
"Xorec, AVX2",,500,100,0,0,0,131072,1024,"(192/128)",64,3545.09,231.108,296.546,11.7558,3254.52,426.522,326.627,34.7098
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(36/32)",0,6803.64,603.159,309.378,13.1981,82.24,4.03819,25540.6,854.225
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(36/32)",1,6767.29,355.885,310.444,10.5621,1431.27,80.8064,1467.43,39.9139
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(36/32)",2,6750.03,282.673,311.014,7.90311,2104.39,680.85,1111.22,356.666
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(36/32)",4,6755.63,268.047,310.714,7.25243,5047.31,942.578,434.611,105.239
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",0,6715.07,250.722,312.588,7.72367,85.496,8.31579,24612.6,935.356
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",1,6702.6,314.853,313.307,9.02548,756.124,172.265,3699.74,5061.71
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",2,6707.03,274.331,313.029,8.6596,1136.74,495.751,5199.24,9235.38
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",4,6700.22,297.497,313.406,9.29204,2694.54,364.747,792.071,102.823
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",8,6695.33,283.772,313.591,8.69875,4659.79,728.664,463.113,85.8718
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",0,6529.44,219.586,321.447,7.86469,85.386,10.7359,24673.9,987.538
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",1,6525.96,208.23,321.586,7.25859,357.632,169.046,11042.8,11025.5
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",2,6522.09,202.995,321.766,7.08447,526.906,320.019,9137.46,10802.1
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",4,6518.1,195.643,321.949,6.89885,1159.18,307.227,1955.84,588.403
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",8,6529.19,203.27,321.42,7.21755,2080.63,602.028,1118.12,404.696
"Xorec, AVX2",,500,100,0,0,0,262144,8192,"(48/32)",16,6525.02,243.225,321.724,8.68365,4118.24,630.135,520.647,76.2797
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(72/64)",0,6901.96,324.603,304.277,9.37824,244.61,12.4386,8594.22,411.499
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(72/64)",1,6858.9,339.259,306.195,8.97855,880.248,22.1097,2383.9,57.8623
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(72/64)",2,6893.19,539.437,305.15,12.0997,1404,336.623,1599.9,463.863
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(72/64)",4,6866.4,415.573,306.069,10.8596,2901.79,294.394,729.418,71.6742
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(72/64)",8,6868.4,331.345,305.766,9.07732,5505.66,427.893,383.179,29.5698
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",0,6755.94,265.102,310.713,7.66119,244.46,10.9526,8594.08,348.058
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",1,6743.88,251.288,311.229,6.98129,502.02,124.004,4643.1,1896.79
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",2,6757.2,338.502,310.812,9.13076,797.47,246.892,2807.54,715.59
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",4,6765.83,329.942,310.455,10.2354,1476.05,222.277,1460.32,268.226
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",8,6754.88,297.799,310.855,8.96171,2572.07,437.943,838.907,147.671
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(80/64)",16,6759.7,328.937,310.665,8.70375,4914.96,709.687,435.631,62.9517
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",0,6572.08,298.341,319.539,9.73455,263.514,10.7193,7970.35,296.72
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",1,6558.38,200.104,319.975,6.86308,394.124,56.4128,5473.7,1076.37
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",2,6554.87,157.758,320.08,5.9028,494.89,113.53,4547.34,1404.88
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",4,6587.39,369.9,318.914,10.1114,691.322,206.063,3360.17,1239.87
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",8,6567.3,243.535,319.647,8.53526,1426.58,349.167,1588.23,511.946
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",16,6573.97,246.34,319.329,8.59266,2465.91,429.57,878.027,161.857
"Xorec, AVX2",,500,100,0,0,0,262144,4096,"(96/64)",32,6568.41,274.745,319.656,9.05381,4903.42,586.782,433.947,52.9567
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",0,7056.11,331.837,297.699,10.5455,387.596,12.4969,5416.02,166.911
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",1,7024.47,341.566,299.047,10.302,689.006,102.391,3156.69,763.971
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",2,6968.9,203.041,301.113,6.32679,986.584,175.579,2193.27,410.18
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",4,6981.23,243.629,300.653,7.34581,1659.36,166.337,1277.54,137.257
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",8,6972.01,224.269,301.021,7.0405,2855.44,312.51,743.273,81.4916
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(144/128)",16,7011.16,233.654,299.355,7.25647,5540.54,518.495,381.812,35.7154
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",0,6879.82,327.818,305.255,9.15899,415.826,11.3257,5046.66,123.621
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",1,6873.09,183.947,305.294,6.33811,474.25,84.2191,4557.49,765.474
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",2,6900.98,409.363,304.641,12.6987,679.206,90.9385,3145.28,432.849
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",4,6836.02,87.0368,306.819,3.08798,884.588,194.067,2472.06,510.589
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",8,6897.64,431.937,304.825,12.7161,1555.96,213.748,1375.19,202.114
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",16,6860.95,223.233,305.91,7.55161,2751.04,369.911,774.972,97.3045
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(160/128)",32,6865.53,357.49,305.963,9.7367,5498.29,416.195,383.55,28.3826
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",0,6643.58,205.469,315.897,7.49407,449.314,9.37695,4669.44,95.5431
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",1,6635.36,183.066,316.242,6.70444,509.602,45.2756,4150.1,393.387
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",2,6648.76,214.437,315.674,7.90624,564.298,196.536,3860.61,652.685
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",4,6631.64,190.622,316.433,6.91454,683.484,106.6,3148.07,517.121
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",8,6636.91,187.31,316.18,6.99367,963.31,171.614,2240.95,395.249
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",16,6630.44,189.263,316.487,6.87991,1667.5,238.406,1279.84,162.953
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",32,6640.42,213.809,316.069,7.88331,2961.38,346.179,717.856,84.6245
"Xorec, AVX2",,500,100,0,0,0,262144,2048,"(192/128)",64,6632.83,166.696,316.329,6.03674,5348.66,525.334,395.62,36.4841
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(36/32)",0,13582.7,322.5,308.945,6.21639,85.29,9.03666,49435.1,2726.05
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(36/32)",1,13583.6,322.975,308.922,6.09306,2564.04,711.895,5831.77,15294.9
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(36/32)",2,13598.5,295.489,308.566,5.84993,5480.63,940.098,802.49,218.327
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(36/32)",4,13591.8,372.029,308.778,6.86592,9862.64,1952.84,447.246,113.733
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(40/32)",0,13325.8,294.894,314.883,5.97312,89.086,11.4226,47538.4,3702.08
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(40/32)",1,13454.8,213.373,311.801,4.30528,1059.91,604.214,17543.4,24347.2
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(40/32)",2,13427.2,249.39,312.466,5.03364,2340.27,1142.14,8819.49,17635.7
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(40/32)",4,13422.4,271.375,312.596,5.50214,4195.35,1503.35,1177.46,539.851
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(40/32)",8,13354.5,274.778,314.188,5.56769,9623.2,1511.17,448.456,82.8123
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",0,14576.8,290.839,287.838,5.03158,95.644,15.2793,44501.6,4222.37
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",1,13783.7,411.128,304.524,7.75263,514.564,321.579,20651.9,20119.8
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",2,13767.7,292.682,304.77,5.75598,1466.67,375.655,3058.63,786.994
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",4,13767.3,354.579,304.833,6.8681,2397.47,651.642,1877.45,480.175
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",8,13812.2,181.672,303.716,3.77526,4214.57,1120.33,1074.85,311.199
"Xorec, AVX2",,500,100,0,0,0,524288,16384,"(48/32)",16,13717.9,386.347,305.961,7.419,8160.73,1274.1,526.169,79.5275
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(72/64)",0,13514.9,360.457,310.531,6.91768,245.092,11.8342,17148.6,743.877
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(72/64)",1,13493,310.342,310.986,5.91082,1458.61,291.094,3522.11,3258.06
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(72/64)",2,13512.7,331.406,310.556,6.4787,2431.41,799.033,2780.99,3928.46
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(72/64)",4,13520,339.123,310.394,6.53148,5245.65,990.572,839.348,215.443
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(72/64)",8,13528.1,300.511,310.176,5.91648,9887.85,1350.05,432.992,65.4185
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",0,13264.8,509.234,316.519,8.49462,253.602,15.4936,16584,781.128
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",1,13307.2,364.152,315.391,7.3082,810.5,159.253,5785.06,3138.49
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",2,13323.5,292.701,314.933,5.84393,1256.98,493.739,5233.66,5165.63
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",4,13303.6,398.793,315.484,7.05251,2708.65,657.55,1709.88,710.071
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",8,13248.2,229.065,316.676,4.71652,4622.78,652.267,926.898,142.246
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(80/64)",16,13263.9,252.335,316.316,5.13189,9464.55,1269.98,451.381,62.2862
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",0,13669,307.094,306.978,5.87803,283.988,31.4245,14930.1,1467.5
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",1,13694.9,370.666,306.462,7.2237,401.244,140.064,11847.5,4019.48
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",2,13746,301.725,305.255,5.81271,578.552,212.095,8575.09,3940.96
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",4,13741.1,296.523,305.363,5.79216,1289.49,307.718,3438.43,834.488
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",8,13739,338.342,305.446,6.52884,2120.61,472.996,2092.07,548.57
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",16,13738.7,311.782,305.432,6.16913,3828.84,627.911,1126.53,193.695
"Xorec, AVX2",,500,100,0,0,0,524288,8192,"(96/64)",32,13675.2,363.958,306.897,7.07195,8268.17,785.037,511.873,48.8576
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",0,13710.9,590.869,306.267,8.45848,396.392,19.2908,10597.7,356.783
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",1,13664.2,254.839,307.049,4.96789,1031.45,153.202,4216.31,1203.28
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",2,13655.5,262.911,307.251,5.11182,1537.17,349.937,2895.48,752.909
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",4,13659.5,264.616,307.16,5.07759,2942.75,351.897,1446.65,181.971
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",8,13657.6,226.906,307.178,4.46256,5389.12,536.925,786.892,87.6353
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(144/128)",16,13646.1,249.881,307.453,4.91519,10342.4,1001.5,409.542,41.765
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",0,13409.1,323.04,312.952,6.48383,412.472,19.8285,10189.2,429.718
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",1,13436.3,265.755,312.269,5.40115,619.902,159.649,7337.33,2227.66
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",2,13447,341.923,312.084,6.7545,993.986,211.186,4386.64,876.29
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",4,13454.7,569.943,312.094,8.68963,1623.25,289.407,2675.18,530.075
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",8,13434.2,247.413,312.303,5.03429,2698.63,431.561,1597.16,273.86
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",16,13435.3,264.894,312.291,5.36093,5269.78,856.763,823.021,171.772
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(160/128)",32,13355.4,191.43,314.109,3.93496,10150.3,944.092,416.706,37.756
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",0,13728.4,282.995,305.635,5.56419,501.098,54.5667,8461.34,844.479
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",1,13756.8,301.398,305.018,5.83478,558.782,92.056,7722.96,1329.3
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",2,13767.4,321.947,304.8,6.19222,720.334,169.294,6042.64,1146.04
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",4,13787.2,338.746,304.377,6.53042,951.444,213.86,4699.51,1386.24
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",8,13762.6,324.483,304.909,6.31043,1588.47,243.947,2703.3,414.297
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",16,13776.7,319.447,304.591,6.16311,2611.04,366.743,1638.9,234.703
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",32,13719.2,267.643,305.829,5.35035,5088.45,635.523,836.421,99.3122
"Xorec, AVX2",,500,100,0,0,0,524288,4096,"(192/128)",64,13744,357.11,305.35,6.85804,9169.59,832.294,461.246,42.7009
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(36/32)",0,38452.4,764.103,218.236,4.05824,158.928,11.2952,53020.4,3385.6
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(36/32)",1,38446.2,9077.12,220.217,9.24038,7822.15,1415.83,3007.53,11596.3
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(36/32)",2,37415,975.728,224.351,5.6211,13856.6,4101.47,2597.7,11209.1
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(36/32)",4,36228.7,900.395,231.682,5.48542,30210.7,6349.14,293.551,78.5594
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(40/32)",0,46289.5,1513.39,181.358,4.32198,187.964,8.48827,44716.9,1959.92
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(40/32)",1,43939,926.406,190.996,3.85257,3529.97,2017.4,18925.4,29785
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(40/32)",2,43559.8,1135.14,192.696,4.59499,7326.34,2462.43,4737.43,15599.9
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(40/32)",4,42435.1,1152.59,197.822,5.19906,14986.3,3308.54,599.6,200.831
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(40/32)",8,41704.4,2605.65,201.577,7.43808,32386.3,7257.82,273.198,65.287
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",0,61627.4,878.43,136.145,1.86047,173.382,10.6246,48545,2691.63
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",1,61756.2,1069.41,135.872,2.19362,2040,1350.87,21349.1,29106.6
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",2,61317.7,880.611,136.833,1.90672,2956.93,1765.97,12102,23137.9
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",4,60622.3,1077.15,138.417,2.39786,7046.33,2250.85,1346.36,553.716
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",8,58389,1658.45,143.783,4.05887,14568,4524.49,636.505,214.36
"Xorec, AVX2",,500,100,0,0,0,1048576,32768,"(48/32)",16,55400.8,1547.07,151.531,4.11096,34404.9,8858.46,262.598,76.9582
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(72/64)",0,38232.4,698.277,219.479,3.71406,340.81,21.3968,24707.4,1499.63
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(72/64)",1,38596.7,786.828,217.422,4.0453,2712.42,1106.63,7111.64,10029
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(72/64)",2,38282.6,920.101,219.242,4.94495,5994.66,1313.33,1501.31,467.882
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(72/64)",4,36997,985.014,226.892,5.82854,11661,2260.56,756.691,197.687
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(72/64)",8,35893.1,916.894,233.847,5.37478,25172.1,3602.17,340.739,53.2112
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(80/64)",0,44544.1,982.292,188.403,3.71012,372.442,25.4442,22627.2,1530.98
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(80/64)",1,44582.3,920.559,188.236,3.69679,1463.33,677.201,9862.85,9538.04
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(80/64)",2,44008.1,1050.19,190.713,4.13235,3436.32,843.882,2743.44,1947.01
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(80/64)",4,43844.5,947.297,191.412,3.99239,5884.25,1409.97,1541.41,539.395
"Xorec, AVX2",,500,100,0,0,0,1048576,16384,"(80/64)",8,43010.8,1051.48,195.147,4.61135,11727.2,1713.55,731.431,111.992
