name,err_msg,iterations,warmup_iterations,gpu_computation,gpu_blocks,threads_per_block,message_size_B,block_size_B,EC,lost_blocks,cpu_threads,encode_time_ns,encode_time_ns_stddev,encode_throughput_Gbps,encode_throughput_Gbps_stddev,decode_time_ns,decode_time_ns_stddev,decode_throughput_Gbps,decode_throughput_Gbps_stddev
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(40/32)",0,16,170755,4680.03,393.301,10.5532,5046.06,406.514,13366.3,863.701
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(12/8)",0,16,178229,2119.06,376.584,4.38761,4514.18,567.31,14993.9,1166.91
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(20/16)",0,16,171621,1503.11,391.059,3.37617,4762.78,469.227,14180.8,969.116
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(24/16)",0,16,178337,2519.86,376.374,5.00392,4718.47,318.333,14286.2,949.721
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(36/32)",0,16,168515,1382.35,398.264,3.22603,4459.3,316.013,15110.5,901.571
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(40/32)",0,16,171801,1486.28,390.648,3.33139,4460.21,421.793,15147.8,1126.2
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,1024,"(12/8)",0,32,57660.4,6495.29,1177.02,119.178,10739.9,2482.23,6363.37,579.857
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,1024,"(20/16)",0,32,57350.5,6823.06,1184.93,126.148,12464.8,10022.6,5788.64,943.542
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,1024,"(24/16)",0,32,68205.9,7799.66,996.763,113.394,11490.6,3112.5,5935.66,417.055
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,1024,"(36/32)",0,32,57459.1,6631.63,1182.59,127.759,11600,3675.71,6188.69,1292.83
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,1024,"(40/32)",0,32,61668.2,7991.33,1105.68,135.346,10109,1856.98,6722.35,528.441
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,2048,"(12/8)",0,32,67778.5,7433.63,1001.96,108.659,9235.21,2014.79,7363.4,570.807
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,2048,"(20/16)",0,32,61293.9,8429.5,1114.29,142.129,12707.3,4856.82,5977.21,1836.36
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,2048,"(24/16)",0,32,62958.4,5558.47,1073.59,87.3207,9982.97,4499.99,7036.88,833.437
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,2048,"(36/32)",0,32,58002.2,7031.62,1172.67,130.057,13446,4742.79,5668.32,1968.56
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,2048,"(40/32)",0,32,58370.4,5774.44,1159.34,98.0282,10950.2,4221.12,6784.99,1726.55
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(12/8)",0,32,178692,6401.28,376.016,12.9035,7779.64,644.561,8679.98,659.311
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(20/16)",0,32,178697,6545.57,376.01,12.7901,8334.73,2589.45,8180.4,590.294
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(24/16)",0,32,177111,5493.17,379.25,11.0686,8016.5,625.154,8416.79,593.705
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(36/32)",0,32,179172,7796.9,375.132,13.7188,7687.09,542.9,8770.5,581.495
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,4096,"(40/32)",0,32,177686,6051.81,378.083,11.8436,7956.39,509.099,8466.16,500.629
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(12/8)",0,32,180891,5528.83,371.308,10.4584,7363.56,2696.1,9296.42,764.27
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(20/16)",0,32,180650,4620.81,371.715,9.0466,7961.67,2440.87,8554.17,569.72
