name,err_msg,num_iterations,message_size_B,block_size_B,FEC,num_lost_rdma_packets,num_cpu_threads,is_gpu_bm,num_gpu_blocks,threads_per_gpu_block,time_ns,time_ns_stddev,time_ns_min,time_ns_max
"Leopard (MDS)/iterations:1",,500,134217728,8192,"FEC(32,8)",0,32,0,0,0,4.77265e+06,76058.4,4.18214e+06,4.93935e+06
"CM256 (MDS)/iterations:1",,500,134217728,8192,"FEC(32,8)",0,32,0,0,0,3.95459e+06,53829,3.76462e+06,4.1295e+06
"Xorec/iterations:1",,500,134217728,16384,"FEC(2,1)",0,1,0,0,0,2.41013e+07,24513.6,2.39851e+07,2.41779e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(2,1)",0,1,0,0,0,2.4078e+07,22365.2,2.40226e+07,2.41425e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(2,1)",0,1,0,0,0,2.34041e+07,14943.9,2.33559e+07,2.34553e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(4,2)",0,1,0,0,0,2.65047e+07,17121.5,2.64633e+07,2.65442e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(4,2)",0,1,0,0,0,4.42827e+07,50343,4.41853e+07,4.43967e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(4,2)",0,1,0,0,0,2.78808e+07,71530.2,2.77929e+07,2.88179e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(8,4)",0,1,0,0,0,2.63772e+07,17052.4,2.63331e+07,2.6437e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(8,4)",0,1,0,0,0,4.53451e+07,78094.2,4.52188e+07,4.56218e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(8,4)",0,1,0,0,0,3.77876e+07,200808,3.73914e+07,3.79869e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(16,4)",0,1,0,0,0,1.93909e+07,21733.8,1.93347e+07,1.94554e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(16,4)",0,1,0,0,0,3.07449e+07,32141.3,3.06721e+07,3.08368e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(16,4)",0,1,0,0,0,3.0623e+07,371785,3.01844e+07,3.11749e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(16,8)",0,1,0,0,0,2.63506e+07,22879.4,2.62823e+07,2.64287e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(16,8)",0,1,0,0,0,4.91653e+07,83221.5,4.90167e+07,4.93531e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(16,8)",0,1,0,0,0,5.42434e+07,177564,5.39303e+07,5.45762e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,4)",0,1,0,0,0,1.28805e+07,16960.8,1.2829e+07,1.29154e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,4)",0,1,0,0,0,2.4117e+07,29874.4,2.40386e+07,2.42413e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,4)",0,1,0,0,0,2.70191e+07,191793,2.6794e+07,3.06224e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,1,0,0,0,1.92228e+07,18930.5,1.91688e+07,1.92806e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,1,0,0,0,3.40394e+07,68492,3.39313e+07,3.41948e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,1,0,0,0,5.09778e+07,569600,4.99681e+07,5.15127e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,2,0,0,0,1.73118e+07,103983,1.60613e+07,1.74474e+07
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,2,0,0,0,2.92226e+07,79303.7,2.89303e+07,2.95102e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,2,0,0,0,5.00207e+07,195548,4.90522e+07,5.0405e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,4,0,0,0,9.238e+06,49572.5,8.89054e+06,9.38543e+06
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,4,0,0,0,1.54185e+07,82337.2,1.50232e+07,1.56708e+07
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,4,0,0,0,2.53455e+07,87876.1,2.49878e+07,2.55103e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,8,0,0,0,5.35006e+06,101110,4.89686e+06,5.49788e+06
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,8,0,0,0,8.63874e+06,67793.9,8.23462e+06,8.78858e+06
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,8,0,0,0,1.31566e+07,48518.5,1.28482e+07,1.32551e+07
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,16,0,0,0,3.54923e+06,78209.6,3.24145e+06,3.67874e+06
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,16,0,0,0,5.10914e+06,56655,4.71809e+06,5.24796e+06
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,16,0,0,0,7.58087e+06,174489,6.99543e+06,7.7955e+06
"Xorec/iterations:1",,500,134217728,16384,"FEC(32,8)",0,32,0,0,0,3.56345e+06,55317.5,3.23304e+06,3.97932e+06
"Leopard (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,32,0,0,0,4.79249e+06,57883.2,4.49134e+06,4.92582e+06
"CM256 (MDS)/iterations:1",,500,134217728,16384,"FEC(32,8)",0,32,0,0,0,4.83994e+06,49217.6,4.56425e+06,5.01535e+06
"Xorec/iterations:1",,500,134217728,32768,"FEC(2,1)",0,1,0,0,0,2.64827e+07,43269.6,2.63864e+07,2.6567e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(2,1)",0,1,0,0,0,2.6512e+07,42774.2,2.64305e+07,2.6597e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(2,1)",0,1,0,0,0,2.36504e+07,42061.9,2.35787e+07,2.3727e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(4,2)",0,1,0,0,0,2.63595e+07,37596,2.62893e+07,2.64391e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(4,2)",0,1,0,0,0,4.42034e+07,64179.4,4.4097e+07,4.43176e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(4,2)",0,1,0,0,0,2.99999e+07,65701.8,2.98566e+07,3.01336e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(8,4)",0,1,0,0,0,2.66905e+07,49163.1,2.66047e+07,2.67923e+07
