name,err_msg,iterations,warmup_iterations,gpu_computation,gpu_blocks,threads_per_block,message_size_B,block_size_B,EC,lost_blocks,cpu_threads,encode_time_ns,encode_time_ns_stddev,encode_throughput_Gbps,encode_throughput_Gbps_stddev,decode_time_ns,decode_time_ns_stddev,decode_throughput_Gbps,decode_throughput_Gbps_stddev
"XOR-EC, SSE2",,500,100,0,0,0,262144,4096,"(36/32)",0,1,9391.37,231.421,223.416,4.47023,940.26,10.1607,2230.64,23.0415
"XOR-EC, SSE2",,500,100,0,0,0,262144,4096,"(40/32)",0,1,10462.8,214.884,200.509,3.44727,940.142,7.76211,2230.82,18.0228
"XOR-EC, SSE2",,500,100,0,0,0,262144,8192,"(12/8)",0,1,9317.03,111.123,225.114,2.19473,847.196,7.62692,2475.6,21.9615
"XOR-EC, SSE2",,500,100,0,0,0,262144,8192,"(20/16)",0,1,10371.8,285.192,202.319,4.46197,862.6,12.5762,2431.67,32.6925
"XOR-EC, SSE2",,500,100,0,0,0,262144,8192,"(24/16)",0,1,9277.67,216.149,226.141,4.23758,871.386,99.8111,2415.77,81.0599
"XOR-EC, SSE2",,500,100,0,0,0,262144,8192,"(36/32)",0,1,10909.6,294.103,192.346,4.30069,821.914,7.16444,2551.74,22.0178
"XOR-EC, SSE2",,500,100,0,0,0,262144,8192,"(40/32)",0,1,10424.2,1891.91,202.552,7.92781,814.83,12.0407,2574.24,34.998
"XOR-EC, AVX2",,500,100,0,0,0,262144,1024,"(12/8)",0,1,7255,174.211,289.194,5.49296,1880.25,102.944,1116.92,29.0419
"XOR-EC, AVX2",,500,100,0,0,0,262144,1024,"(20/16)",0,1,7249.16,475.423,289.908,9.70022,2191.71,17.2449,956.914,7.47232
"XOR-EC, AVX2",,500,100,0,0,0,262144,1024,"(24/16)",0,1,7300.14,157.829,287.381,4.90037,2301.17,86.7609,912.079,19.8366
"XOR-EC, AVX2",,500,100,0,0,0,262144,1024,"(36/32)",0,1,7179.46,173.86,292.237,5.47784,1738.83,140.233,1209.59,44.0132
"XOR-EC, AVX2",,500,100,0,0,0,262144,1024,"(40/32)",0,1,7914.94,199.89,265.099,5.50439,1769.98,148.007,1188.52,44.6865
"XOR-EC, AVX2",,500,100,0,0,0,262144,2048,"(12/8)",0,1,7834.94,237.346,267.883,7.22156,1276.05,100.521,1647.27,49.0252
"XOR-EC, AVX2",,500,100,0,0,0,262144,2048,"(20/16)",0,1,6834.32,226.354,307.113,7.78053,1474.77,102.773,1424.78,40.1594
"XOR-EC, AVX2",,500,100,0,0,0,262144,2048,"(24/16)",0,1,7010.18,217.945,299.383,7.28997,1503.73,15.7933,1394.78,14.1752
"XOR-EC, AVX2",,500,100,0,0,0,262144,2048,"(36/32)",0,1,6476.99,193.733,324.004,7.34857,1220.58,99.061,1722.27,51.5868
"XOR-EC, AVX2",,500,100,0,0,0,262144,2048,"(40/32)",0,1,6680.11,205.485,314.164,7.32388,1230.52,13.2002,1704.48,18.1373
"XOR-EC, AVX2",,500,100,0,0,0,262144,4096,"(12/8)",0,1,6971.69,197.155,300.996,6.64655,996.954,14.8878,2103.99,28.9505
"XOR-EC, AVX2",,500,100,0,0,0,262144,4096,"(20/16)",0,1,6574.22,209.189,319.24,7.68966,1081.8,105.755,1944.58,63.0602
"XOR-EC, AVX2",,500,100,0,0,0,262144,4096,"(24/16)",0,1,7615.59,216.949,275.549,6.10821,1116.16,16.8477,1879.33,28.4299
"XOR-EC, AVX2",,500,100,0,0,0,262144,4096,"(36/32)",0,1,6479.5,173.987,323.837,6.63204,946.756,15.141,2215.62,33.0256
"XOR-EC, AVX2",,500,100,0,0,0,262144,4096,"(40/32)",0,1,7617.12,207.814,275.48,5.85968,958.442,14.7835,2188.6,33.337
"XOR-EC, AVX2",,500,100,0,0,0,262144,8192,"(12/8)",0,1,7651.84,304.506,274.412,8.59474,857.614,13.9122,2445.97,39.6027
"XOR-EC, AVX2",,500,100,0,0,0,262144,8192,"(20/16)",0,1,7643.44,250.852,274.603,7.04466,877.864,95.927,2397.88,87.1121
"XOR-EC, AVX2",,500,100,0,0,0,262144,8192,"(24/16)",0,1,7572,257.565,277.219,7.62848,917.228,89.5333,2293.78,79.9032
"XOR-EC, AVX2",,500,100,0,0,0,262144,8192,"(36/32)",0,1,7593.82,173.641,276.279,4.96322,840.514,10.432,2495.46,30.7996
"XOR-EC, AVX2",,500,100,0,0,0,262144,8192,"(40/32)",0,1,7591.4,376.6,276.644,8.05327,829.736,98.0377,2538.4,101.548
